0.285714286	0.392857143	0.107142857	0.071428571	0.142857143
0	0.075	0.125	0.75	0.05
0.044444444	0.088888889	0.177777778	0.444444444	0.244444444
0.108695652	0.108695652	0.130434783	0.434782609	0.217391304
0.288888889	0.111111111	0.133333333	0.422222222	0.044444444
0.1875	0.8125	0	0	0
0.052631579	0.263157895	0.078947368	0.368421053	0.236842105
0.615384615	0.153846154	0	0.076923077	0.153846154
0.166666667	0	0	0.277777778	0.555555556
0	0.263157895	0.368421053	0.421052632	0
0	0.263157895	0.368421053	0.421052632	0
0	0	0.0625	0.9375	0
0	0	0.0625	0.9375	0
0	1	0	0	0
0	1	0	0	0
0.166666667	0.5	0.333333333	0	0
0.166666667	0.5	0.333333333	0	0
0.5	0.5	0	0	0
0.444444444	0.222222222	0.111111111	0.148148148	0.074074074
0.222222222	0.194444444	0.055555556	0.305555556	0.222222222
0	0.021276596	0.191489362	0.70212766	0.085106383
0.347826087	0.434782609	0.173913043	0.02173913	0.02173913
0.117647059	0.058823529	0.294117647	0.352941176	0.176470588
0.680851064	0.191489362	0.063829787	0.021276596	0.042553191
0	0.875	0.125	0	0
0.090909091	0.386363636	0.136363636	0.181818182	0.204545455
0	0.8	0.2	0	0
0.176470588	0.352941176	0.176470588	0.235294118	0.058823529
0.125	0	0	0.1875	0.6875
0	1	0	0	0
0	1	0	0	0
0	0.25	0	0.75	0
0	0.25	0	0.75	0
0.285714286	0.714285714	0	0	0
0.285714286	0.714285714	0	0	0
0.2	0.4	0.3	0.1	0
0.2	0.4	0.3	0.1	0
0.481481481	0.333333333	0.037037037	0.111111111	0.111111111
0.078431373	0.098039216	0.156862745	0.529411765	0.137254902
0.1	0.26	0.42	0.16	0.06
0.034482759	0.103448276	0.068965517	0.689655172	0.103448276
0.095238095	0.095238095	0.285714286	0.428571429	0.095238095
0.02173913	0.152173913	0.391304348	0.195652174	0.260869565
0.125	0.875	0	0	0
0.0625	0.9375	0	0	0
0	0.25	0	0.5	0.25
0	0	0.333333333	0.666666667	0
0	0	0.333333333	0.666666667	0
0	0	0.5	0.5	0
0	0	0.5	0.5	0
0.555555556	0.444444444	0	0	0
0.555555556	0.444444444	0	0	0
0.166666667	0.666666667	0.166666667	0	0
0.166666667	0.666666667	0.166666667	0	0
0.153846154	0.307692308	0.076923077	0.230769231	0.230769231
0.043478261	0.152173913	0.326086957	0.413043478	0.065217391
0.085106383	0.255319149	0.063829787	0.170212766	0.425531915
0	0.235294118	0	0.411764706	0.352941176
0.090909091	0.090909091	0.454545455	0.272727273	0.090909091
0.1	0.025	0.125	0.475	0.275
0	0.875	0.0625	0.0625	0
0.066666667	0.866666667	0.066666667	0	0
0.142857143	0.071428571	0	0.285714286	0.5
0	0.5	0	0.5	0
0	0.5	0	0.5	0
0	0	0	1	0
0	0	0	1	0
0.4	0.4	0.2	0.2	0
0.4	0.4	0.2	0.2	0
0.333333333	0.333333333	0.333333333	0	0
0.333333333	0.333333333	0.333333333	0	0
0.1	0.3	0.066666667	0.333333333	0.2
0.2	0.2	0.133333333	0.3	0.166666667
0.195652174	0.152173913	0.195652174	0.369565217	0.086956522
0.111111111	0.111111111	0.444444444	0.222222222	0.111111111
0.119047619	0.095238095	0.095238095	0.5	0.19047619
0.111111111	0.111111111	0.111111111	0.5	0.166666667
0.125	0.875	0	0	0
0	1	0	0	0
0.056603774	0.113207547	0.226415094	0.41509434	0.188679245
0.083333333	0.083333333	0	0.333333333	0.5
0	0	0.333333333	0.666666667	0
0	0	0.333333333	0.666666667	0
0	0	0.142857143	0.857142857	0
0	0	0.142857143	0.857142857	0
1	0	0	0	0
1	0	0	0	0
0	0.666666667	0.333333333	0	0
0	0.666666667	0.333333333	0	0
0.333333333	0.5	0.166666667	0	0
0.333333333	0.5	0.166666667	0	0
0.464285714	0.285714286	0.107142857	0.035714286	0.107142857
0.222222222	0.222222222	0.055555556	0.5	0
0.12	0.04	0.08	0.44	0.32
0.088888889	0.355555556	0.244444444	0.222222222	0.088888889
0.044444444	0.266666667	0.377777778	0.244444444	0.066666667
0.065217391	0.195652174	0.152173913	0.52173913	0.065217391
0.090909091	0.181818182	0.181818182	0.363636364	0.181818182
0.032258065	0.806451613	0.096774194	0.032258065	0.032258065
0.083333333	0.083333333	0	0.333333333	0.5
0.166666667	0.5	0.166666667	0.166666667	0
0.166666667	0.5	0.166666667	0.166666667	0
0	0	0.166666667	0.833333333	0
0	0	0.166666667	0.833333333	0
0	1	0	0	0
0	1	0	0	0
0.571428571	0.285714286	0.142857143	0	0
0.571428571	0.285714286	0.142857143	0	0
0	1	0	0	0
0	1	0	0	0
